Incident Date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
2022-09-30,0225,N1848U,E545,9000,PWM,Green,No,Portland,Maine
2022-09-30,0219,SWA2311,B38M,20000,ZAB,Blue,No,Albuquerque,New Mexico
2022-09-30,0200,CNS2,PC24,17000,ZBW,Green,No,Nashua,New Hampshire
2022-09-30,0200,N30LP,C310,4000,BNA,Green,No,Nashville,Tennessee
2022-09-30,0151,JIA5329,CRJ9,32000,ZID,Blue,No,Indianapolis,Indiana
2022-09-30,0150,N1CP,HELO,1600,CMH,Green,No,Columbus,Ohio
2022-09-30,0150,DAL2679,B738,16000,ZBW,Green,No,Nashua,New Hampshire
2022-09-30,0150,N176ME,C172,7000,HUF,Blue,No,Terre Haute,Indiana
2022-09-30,0130,N715LU,C172,3000,ROA,Green,No,Roanoke,Virginia
2022-09-30,0130,N217RM,BE35,6500,ZID,Green,No,Indianapolis,Indiana
2022-09-30,0114,SKT96Q,C172,1500,DAL,Green,No,Dallas ,Texas
2022-09-30,0030,SWA560,B737,20000,ZAU,Green,No,Aurora,Illinois
2022-09-30,0007,AAL1893,B738,700,LGA,Green,No,New York,New York
2022-10-01,1958,KAP728,P212,7000,C90,Green,No,Elgin,Illinois
2022-10-01,1215,EVAC24,AS50,3000,P50,Green,No,Phoenix,Arizona
2022-10-01,0835,REH13,EC35,7500,SCT,Green,No,San Diego,California
2022-10-01,0832,RVN2,UH60,5700,RNO,Blue,No,Reno,Nevada
2022-10-01,0555,AAL2836,B738,3000,LAS,Blue,No,Las Vegas,Nevada
2022-10-01,0452,FDX1360,B767,37000,ZME,Green,No,Memphis,Tennessee
2022-10-01,0430,UAL551,B738,21000,ZLA,Green,No,Palmsdale,California
2022-10-01,0415,SWA2428,B737,8000,SCT,Green,No,San Diego,California
2022-10-01,0342,ASA855,B737,17000,NCT,Green,No,Mather,California
2022-10-01,0325,SKW3907,E75L,17000,ZSE,Green,No,Auburn,Washington
2022-10-01,0321,FRSPY1,B350,800,EUG,Green,No,Eugene,Oregon
2022-10-01,0317,UAL1774,B752,7700,C90,Green,No,Elgin,Illinois
2022-10-01,0312,N41265,P28A,8500,RST,Blue,No,Rochester,Minnesota
2022-10-01,0305,FFT743,A20N,33000,ZOA,Green,No,Fremont,California
2022-10-01,0305,N273SM,PC12,10000,NCT,Green,No,Mather,California
2022-10-01,0255,SWA693,B737,27000,ZID,Green,No,Indianapolis,Indiana
2022-10-01,0250,RCH3,EC35,2500,STS,Green,No,Santa Rosa,California
2022-10-01,0250,SKQ25,PC12,7000,SDF,Green,No,Louisville,Kentucky
2022-10-01,0245,RPA4751,E75L,2600,TUL,Green,No,Tulsa,Oklahoma
2022-10-01,0232,AAL2276,B738,37000,ZDV,Green,No,Longmont,Colorado
2022-10-01,0213,DAL463,A321,20000,ZTL,Blue,No,Hampton,Georgia
2022-10-01,0212,CTL9,AC50,2200,MCI,Green,No,Kansas City,Missouri
2022-10-01,0159,DPS107,HELO,1900,SAT,Green,No,San Antonio,Texas
2022-10-01,0156,N5601C,C172,3000,OKC,Green,No,Oklahoma City,Oklahoma
2022-10-01,0148,UAL679,B739,35000,ZMP,Green,No,Dodge Center,Minnesota
2022-10-01,0144,FFT867,A20N,22000,ZOB,Green,No,Oberlin,Ohio
2022-10-01,0135,MEDSTR1,EC35,2500,AGC,Green,No,Pittsburgh,Pennsylvania
2022-10-01,0125,N821P,SR22,9000,SGF,Green,No,Springfield,Missouri
2022-10-01,0123,NKS1698,A319,5000,F11,Blue,No,Orlando,Florida
2022-10-01,0101,DAL2662,A320,10000,A80,Green,No,Peachtree City,Georgia
2022-10-01,0030,LTA82,DA42,2000,IND,Green,No,Indianapolis,Indiana
2022-10-01,0004,EDV4919,CRJ2,13000,ZTL,Green,No,Hampton,Georgia
2022-10-02,2358,EDV4631,CRJ7,7500,PIT,Purple,No,Pittsburgh,Pennsylvania
2022-10-02,2306,DHL412,A359,19000,ZBW,Green,No,Nashua,New Hampshire
2022-10-02,1115,DAL2340,B712,16000,ZAU,Green,No,Aurora,Illinois
2022-10-02,0908,GTI3736,B763,6000,P80,Green,No,Portland,Oregon
2022-10-02,0529,SKW5665,CRJ2,7900,SLC,Green,No,Salt Lake City,Utah
2022-10-02,0505,LN3221M,BE9L,14000,ZAB,Green,No,Albuquerque,New Mexico
2022-10-02,0503,UAL1168,B738,20000,ZME,Green,No,Memphis,Tennessee
2022-10-02,0439,SWA446,B737,6600,SLC,Green,No,Salt Lake City,Utah
2022-10-02,0422,LN603AJ,LJ60,3500,BUR,Green,No,Burbank,California
2022-10-02,0413,LNVT35,HELO,4500,ELP,Green,No,El Paso,Texas
2022-10-02,0406,UAL1252,A319,8000,ZSE,Blue,No,Auburn,Washington
2022-10-02,0406,N350AE,B350,8000,ZSE,Blue,No,Auburn,Washington
2022-10-02,0345,N20910,C172,6000,ELP,Green,No,El Paso,Texas
2022-10-02,0325,ASA64,B738,10500,S46,Green,No,Burien,Washington
2022-10-02,0249,N373NE,HELO,1400,LNK,Green,No,Lincoln,Nebraska
2022-10-02,0245,N5010TX,SR20,9500,ZAU,Green,No,Aurora,Illinois
2022-10-02,0233,SKW5717,CRJ2,5000,OKC,Green,No,Oklahoma City,Oklahoma
2022-10-02,0220,QXE2207,DH8D,5000,P80,Green,No,Portland,Oregon
2022-10-02,0214,JIA5068,CRJ9,5000,BUF,Green,No,Buffalo,New York
2022-10-02,0214,AAL117,A321,7000,SCT,Green,No,San Diego,California
2022-10-02,0202,N917BD,LJ75,4000,LIT,White,No,Little Rock,Arkansas
2022-10-02,0139,N1163M,C550,3000,MFE,Green,No,Mc Allen,Texas
2022-10-02,0115,N9731F,C172,2500,PBI,Green,No,West Palm Beach,Florida
2022-10-02,0112,GJS4593,CRJ7,11000,T75,Green,No,St. Charles,Missouri
2022-10-02,0104,N83DZ,BE36,Unk,A80,Unk,No,Peachtree City,Georgia
2022-10-02,0102,SWA8246,B738,12000,YNG,Blue,No,Youngstown/Warren,Ohio
2022-10-02,0054,JBU1120,E190,400,JFK,Green,No,New York,New York
2022-10-02,0044,EDV5156,CRJ2,3000,ZJX,Green,No,Hillard,Florida
2022-10-02,0040,SWA1330,B737,9000,F11,Green,No,Orlando,Florida
2022-10-02,0035,MTU70,DA40,5000,ZME,Green,No,Memphis,Tennessee
2022-10-02,0030,DAL2608,A321,12000,MSP,Green,No,Minneapolis,Minnesota
2022-10-02,0030,N8565A,BE35,9500,ZJX,Red,No,Hillard,Florida
2022-10-02,0027,NKS1198,A319,10000,F11,Green,No,Orlando,Florida
2022-10-02,0020,DAL652,B739,28000,ZTL,Green,No,Hampton,Georgia
2022-10-02,0014,N739NP,C172,1500,LIT,Green,No,Little Rock,Arkansas
2022-10-03,2350,FFT2311,A20N,1500,CHS,Red,No,Charleston ,South Carolina
2022-10-03,2319,AAL2236,A319,4000,PCT,Green,No,Warrenton,Virginia
2022-10-03,2238,JIA5354,CRJ7,Unk,PCT,Unk,No,Warrenton,Virginia
2022-10-03,1319,SKW3340,E75L,17000,ZOA,Green,No,Fremont,California
2022-10-03,1306,UAL955,B772,6500,NCT,Green,No,Mather,California
2022-10-03,1025,AAL2020,A321,8000,TPA,Green,No,Tampa,Florida
2022-10-03,0650,JUS327,DC93,3000,R90,Green,No,Bellevue,Nebraska
2022-10-03,0605,EJA706,CL35,9000,ROC,Green,No,Rochester,New York
2022-10-03,0452,LN118SB,BE20,11500,ABQ,Blue,No,Albuquerque,New Mexico
2022-10-03,0433,ASA431,A320,17000,ZLA,Green,No,Palmsdale,California
2022-10-03,0431,SKW3598,E75L,16000,ZLA,Green,No,Palmsdale,California
2022-10-03,0421,SKW3346,E75L,16000,ZLA,Green,No,Palmsdale,California
2022-10-03,0418,SKW3827,CRJ9,9000,ZMP,Green,No,Dodge Center,Minnesota
2022-10-03,0411,N2345R,PA23,6000,HSV,Blue,No,Huntsville,Alabama
2022-10-03,0345,SKW5152,CRJ9,22000,ZDV,Green,No,Longmont,Colorado
2022-10-03,0340,AAL1241,A21N,5000,S46,Blue,No,Burien,Washington
2022-10-03,0325,ASA1474,B739,13000,D01,Green,No,Denver,Colorado
2022-10-03,0322,ASA758,B737,7000,P80,Green,No,Portland,Oregon
2022-10-03,0318,AAL2597,B738,6000,SCT,Green,No,San Diego,California
2022-10-03,0303,SKW5928,CRJ2,13000,NCT,Red,No,Mather,California
2022-10-03,0300,DAL1108,A21N,15000,ZLA,Green,No,Palmsdale,California
2022-10-03,0245,ASA901,B739,6500,S46,Green,No,Burien,Washington
2022-10-03,0244,SWA1713,B737,21000,SCT,Green,No,San Diego,California
2022-10-03,0240,SWA2494,B737,5000,SCT,Green,No,San Diego,California
2022-10-03,0234,SKW3900,E75L,12000,ZLA,Green,No,Palmsdale,California
2022-10-03,0213,SWA655,B738,14000,ZAB,Green,No,Albuquerque,New Mexico
2022-10-03,0205,N150NE,EA50,12000,ZAB,Green,No,Albuquerque,New Mexico
2022-10-03,0204,DAL769,B739,19000,NCT,Green,No,Mather,California
2022-10-03,0158,ASA447,B39M,18000,ZAB,Blue,No,Albuquerque,New Mexico
2022-10-03,0143,DAL1411,B713,1600,EVV,Green,No,Evansville,Indiana
2022-10-03,0140,RAX264,FA20,Unk,ELP,Unk,No,El Paso,Texas
2022-10-03,0125,SCU51,PA44,8500,ZFW,Green,No,Fort Worth,Texas
2022-10-03,0110,DAL2604,A319,10000,M98,Green,No,Minneapolis,Minnesota
2022-10-03,0105,SWA2511,B737,10000,C90,Green,No,Elgin,Illinois
2022-10-04,2355,N94901,C172,3000,ROA,Green,No,Roanoke,Virginia
2022-10-04,2351,EDV5274,CRJ9,20000,ZOB,Green,No,Oberlin,Ohio
2022-10-04,1030,SWA1971,B737,15000,ZOB,Green,No,Oberlin,Ohio
2022-10-04,0930,N365SJ,EC35,1400,TOL,Unk,No,Toledo,Ohio
2022-10-04,0534,ASA1461,B738,6500,S46,Green,No,Burien,Washington
2022-10-04,0450,SWA1406,B738,14000,NCT,Green,No,Mather,California
2022-10-04,0450,SWA140,B738,14000,NCT,Green,No,Mather,California
2022-10-04,0401,SKW5433,E75L,7000,SLC,Green,No,Salt Lake City,Utah
2022-10-04,0354,DAL1061,A321,14000,BUF,Blue,No,Buffalo,New York
2022-10-04,0338,N4945F,R44,1200,TTD,Blue,No,Portland,Oregon
2022-10-04,0314,R20189,H60,8000,D01,Green,No,Denver,Colorado
2022-10-04,0313,SKW5752,CRJ2,5000,NCT,Green,No,Mather,California
2022-10-04,0310,SKW5841,E75L,12500,D01,Green,No,Denver,Colorado
2022-10-04,0245,N5364A,C172,3000,PIA,Green,No,Peoria,Illinois
2022-10-04,0225,ASA212,A320,2000,NCT,Green,No,Mather,California
2022-10-04,0218,SKW5106,CRJ2,32000,ZKC,Green,No,Olathe,Kansas
2022-10-04,0204,LF1,HELO,2000,BNA,Green,No,Nashville,Tennessee
2022-10-04,0147,N6621D,C172,5500,BGM,Green,No,Binghamton,New York
2022-10-04,0145,LBTY199,C172,3000,ROA,Green,No,Roanoke,Virginia
2022-10-04,0137,N744TA,C172,5500,BHM,Green,No,Birmingham,Alabama
2022-10-04,0136,RPA4375,E75S,6000,PCT,Green,No,Warrenton,Virginia
2022-10-04,0118,JSX552,E145,6000,BJC,Blue,No,Denver,Colorado
2022-10-04,0116,UAL1312,A319,37000,ZME,Green,No,Memphis,Tennessee
2022-10-04,0114,CFMKB,DC3,3000,MFE,Green,No,Mc Allen,Texas
2022-10-04,0106,LTA71,DA40,5500,EVV,Green,No,Evansville,Indiana
2022-10-04,0101,ENY4247,E170,Unk,CVG,Unk,No,Covington,Kentucky
2022-10-04,0050,N878SA,C172,Unk,PIE,Unk,No,St. Petersburg-Clearwater,Florida
2022-10-04,0037,DAL660,A321,15600,ZTL,Green,No,Hampton,Georgia
2022-10-04,0010,N586WH,EC35,3100,ROA,Green,No,Roanoke,Virginia
2022-10-05,2351,N726MJ,LJ45,300,BKL,Green,No,Cleveland,Ohio
2022-10-05,2325,EDV5322,CRJ9,2100,ROC,Green,No,Rochester,New York
2022-10-05,0715,,,0,RNO,Green,No,Reno,Nevada
2022-10-05,0515,N72HP,HELO,1500,CMH,Green,No,Columbus,Ohio
2022-10-05,0500,N543CW,PA28,6000,ZSE,Green,No,Auburn,Washington
2022-10-05,0419,SCM07,LJ60,5000,P50,Green,No,Phoenix,Arizona
2022-10-05,0412,UAL1429,B739,15000,BNA,Green,No,Nashville,Tennessee
2022-10-05,0405,NKS75,A20N,2500,LAX,Green,No,Los Angeles,California
2022-10-05,0404,SKW4695,E75L,2500,LAX,Green,No,Los Angeles,California
2022-10-05,0347,UAL498,B739,8000,P80,Green,No,Portland,Oregon
2022-10-05,0331,SLAM89,C17,5600,RIV,Green,No,Riverside,California
2022-10-05,0331,N489AM,BE40,6000,I90,Green,No,Houston,Texas
2022-10-05,0247,SWA2669,B737,6000,SCT,Green,No,San Diego,California
2022-10-05,0242,UAL464,A320,6000,SCT,Green,No,San Diego,California
2022-10-05,0231,NDU45,P28A,5400,ZMP,Green,No,Dodge Center,Minnesota
2022-10-05,0208,JUS832,MD88,1800,LRD,Green,No,Laredo,Texas
2022-10-05,0154,MVK37,P28A,4000,M98,Green,No,Minneapolis,Minnesota
2022-10-05,0150,ENY3675,E170,10000,CMH,Red,No,Columbus,Ohio
2022-10-05,0123,N710LU,C172,3500,ROA,Green,No,Roanoke,Virginia
2022-10-05,0121,BVN7752,C208,9000,ZHU,Green,No,Houston,Texas
2022-10-05,0105,SKW3648,CRJ9,7000,M98,Green,No,Minneapolis,Minnesota
2022-10-06,2330,EJA762,CL35,12000,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania
2022-10-06,2330,EJA762,CL35,12000,ZNY,Green,No,Ronkonkoma,New York
2022-10-06,2320,UPS2084,MD11,7000,ZNY,Green,No,Ronkonkoma,New York
2022-10-06,0623,SWA2925,B738,12000,ZOA,Green,No,Fremont,California
2022-10-06,0345,SKW3826,E75L,7000,ABQ,Green,No,Albuquerque,New Mexico
2022-10-06,0325,UAL2179,A319,4000,C90,Green,No,Elgin,Illinois
2022-10-06,0300,QXE2114,DH8D,13500,BLI,Green,No,Bellingham,Washington
2022-10-06,0259,UPS1357,B752,23000,ZME,Green,No,Memphis,Tennessee
2022-10-06,0250,MTU99,DA40,3000,TYS,Purple,No,Knoxville,Tennessee
2022-10-06,0248,ENY3715,E145,14000,ZFW,Green,No,Fort Worth,Texas
2022-10-06,0233,N1689J,PA28,4500,GRB,Green,No,Green Bay,Wisconsin
2022-10-06,0231,N202AM,C172,3500,YKM,Green,No,Yakima,Washington
2022-10-06,0218,N9012H,C172,7000,ZSE,Green,No,Auburn,Washington
2022-10-06,0159,UAL1760,B738,21000,ZJX,Green,No,Hillard,Florida
2022-10-06,0157,ENY4034,E170,15500,ZTL,Green,No,Hampton,Georgia
2022-10-06,0145,SKW132C,E75L,6500,SLC,Green,No,Salt Lake City,Utah
2022-10-06,0140,KII422,B734,16000,ZNY,Green,No,Ronkonkoma,New York
2022-10-06,0120,N705LU,C172,30000,ROA,Green,No,Roanoke,Virginia
2022-10-06,0116,N68CB,H25B,2600,BNA,Green,No,Nashville,Tennessee
2022-10-06,0058,N859JC,C68A,39000,ZMA,Green,No,Melbourne,Florida
2022-10-06,0051,N403RW,E135,9000,AZO,Green,No,Kalamazoo,Michigan
2022-10-06,0038,LXJ368,E55P,10000,IND,Blue,No,Indianapolis,Indiana
2022-10-06,0032,AAL830,A321,12000,CLT,Green,No,Charlotte,North Carolina
2022-10-06,0025,DLR12,BE58,6000,ZKC,Green,No,Olathe,Kansas
2022-10-06,0021,DAL2780,B739,16500,ZTL,Green,No,Hampton,Georgia
2022-10-06,0015,UAL2325,B737,3000,CMH,Green,No,Columbus,Ohio
2022-10-06,0002,JIA5487,CRJ9,2000,PCT,Green,No,Warrenton,Virginia
2022-10-06,0000,N922RA,C182,Unk,ROC,Unk,No,Rochester,New York
2022-10-07,2348,N911SJ,M20P,6500,RDU,Green,No,Raleigh/Durham,North Carolina
2022-10-07,2340,FFT1614,A321,7000,RDU,Green,No,Raleigh/Durham,North Carolina
2022-10-07,2316,N238CA,SR20,800,PMP,Green,No,Pompano Beach,Florida
2022-10-07,1015,FJI853,B38M,2000,HCF,Green,No,Honolulu,Hawaii
2022-10-07,0605,ASA373,B739,2000,SFO,Green,No,San Francisco,California
2022-10-07,0540,SWA2876,B738,4000,SMF,Unk,No,Sacramento,California
2022-10-07,0450,N7263Q,C172,1700,NCT,Green,No,Mather,California
2022-10-07,0450,SKW6297,E75L,4000,NCT,Green,No,Mather,California
2022-10-07,0425,JBU1990,A320,2500,EWR,Green,No,Newark,New Jersey
2022-10-07,0420,ABLE1,AS50,2800,IAH,Green,No,Houston,Texas
2022-10-07,0358,SKQ25,PC12,17000,ZID,Blue,No,Indianapolis,Indiana
2022-10-07,0248,FFT2595,A20N,37000,ZTL,Green,No,Hampton,Georgia
2022-10-07,0230,UAL1204,B77L,9000,NCT,Green,No,Mather,California
2022-10-07,0230,N770TM,F2TH,19000,ZOA,Green,No,Fremont,California
2022-10-07,0230,N298MC,C172,5500,WRI,Green,No,Wrightstown,New Jersey
2022-10-07,0222,WOLF37,DA40,5300,PVU,Green,No,Provo,Utah
2022-10-07,0209,SKW5388,CRJ2,3000,PIA,Blue,No,Peoria,Illinois
2022-10-07,0139,N941G,P28A,1000,SAT,Green,No,San Antonio,Texas
2022-10-07,0131,N2444Z,P180,31000,ZTL,Green,No,Hampton,Georgia
2022-10-07,0127,JBU2188,A320,5000,N90,Green,No,Westbury,New York
2022-10-07,0126,BMJ61,BE65,4000,M98,Green,No,Minneapolis,Minnesota
2022-10-07,0124,SWA935,B738,7000,N90,Green,No,Westbury,New York
2022-10-07,0040,RAVN1,HELO,Unk,MKC,Unk,No,Kansas City,Missouri
2022-10-07,0032,JLG533,C25B,29000,ZBW,Green,No,Nashua,New Hampshire
2022-10-07,0005,N853WM,PC12,7000,RDU,Green,No,Raleigh/Durham,North Carolina
2022-10-08,2356,DAL327,B739,31000,ZNY,Green,No,Ronkonkoma,New York
2022-10-08,0943,AAL2746,A319,6000,CLT,Green,No,Charlotte,North Carolina
2022-10-08,0650,N989PS,SR22,3200,DLH,Blue,No,Duluth,Minnesota
2022-10-08,0638,SWA1419,B38M,3500,NCT,Green,No,Mather,California
2022-10-08,0630,AAL2421,B38M,35000,ZOA,Green,No,Fremont,California
2022-10-08,0517,JBU355,A21N,15000,ZLA,Green,No,Palmsdale,California
2022-10-08,0505,FDY52,C208,2000,HCF,Green,No,Honolulu,Hawaii
2022-10-08,0505,SKW3021,CRJ7,14000,ZOA,Green,No,Fremont,California
2022-10-08,0450,SWA992,B737,17500,ZAU,Green,No,Aurora,Illinois
2022-10-08,0450,DAL8919,B752,1800,A90,Green,No,Merrimack,New Hampshire
2022-10-08,0448,N761AF,S76,1500,LIT,Green,No,Little Rock,Arkansas
2022-10-08,0434,AAL689,A321,20000,ZAU,Green,No,Aurora,Illinois
2022-10-08,0408,AIR1D,B407,1500,LIT,Green,No,Little Rock,Arkansas
2022-10-08,0404,N478CA,C172,10500,FAT,Yellow,No,Fresno,California
2022-10-08,0402,SWA1282,B738,1500,MHT,Unk,No,Manchester,New Hampshire
2022-10-08,0353,N28DP,C172,4500,NCT,Blue,No,Mather,California
2022-10-08,0345,UPS1375,A306,18000,ZID,Blue,No,Indianapolis,Indiana
2022-10-08,0324,AAL1286,B38M,6000,RDU,Green,No,Raleigh/Durham,North Carolina
2022-10-08,0309,UAL743,B739,14000,D01,Green,No,Denver,Colorado
2022-10-08,0243,SKW3482,E75L,4500,BOI,Green,No,Boise,Idaho
2022-10-08,0235,DAL943,B739,6000,CVG,Blue,No,Covington,Kentucky
2022-10-08,0225,XCN49,BE20,9600,S56,Green,No,Salt Lake City,Utah
2022-10-08,0158,N5936D,C172,1800,VNY,Green,No,Van Nuys,California
2022-10-08,0150,EJA325,E55P,14000,ZBW,Blue,No,Nashua,New Hampshire
2022-10-08,0133,N1318Q,C172,5500,GSB,Green,No,Goldsboro,North Carolina
2022-10-08,0120,N271SH,R22,2200,SAT,White,No,San Antonio,Texas
2022-10-08,0110,JTL151,C56X,2500,BNA,Green,No,Nashville,Tennessee
2022-10-08,0110,UCA5009,E145,7000,I90,Green,No,Houston,Texas
2022-10-08,0109,N586WH,EC35,3000,INT,Green,No,Winston Salem,North Carolina
2022-10-08,0035,JZA743,CRJ9,8000,AUS,Green,No,Austin,Texas
2022-10-08,0007,DAL2380,B738,17000,ZID,Green,No,Indianapolis,Indiana
2022-10-09,0522,UAL574,B739,12000,C90,Green,No,Elgin,Illinois
2022-10-09,0513,N674BP,GLF4,25000,ZID,Green,No,Indianapolis,Indiana
2022-10-09,0421,KNIFE94,H60,2000,SCT,Green,No,San Diego,California
2022-10-09,0418,SWA2922,B738,3000,LAX,Green,No,Los Angeles,California
2022-10-09,0414,UAL1599,B39M,2100,LAX,Green And Blue,No,Los Angeles,California
2022-10-09,0355,AAL2083,A321,9000,NCT,Green,No,Mather,California
2022-10-09,0343,ABX3162,B762,18000,N90,Green,No,Westbury,New York
2022-10-09,0300,LN145SU,EC45,500,NCT,Green,No,Mather,California
2022-10-09,0300,MKV43,P28A,4500,ZMP,Blue,No,Dodge Center,Minnesota
2022-10-09,0251,AAL1555,A320,11000,AZO,Purple,No,Kalamazoo,Michigan
2022-10-09,0248,ENY3919,E170,5000,RDU,Green,No,Raleigh/Durham,North Carolina
2022-10-09,0240,SWA595,B737,3000,TPA,Blue,No,Tampa,Florida
2022-10-09,0240,NKS1555,A320,3000,TPA,Blue,No,Tampa,Florida
2022-10-09,0220,SCX8190,B738,2000,GPT,Green,No,Gulfport,Mississippi
2022-10-09,0215,LN301MF,H135,4500,ZAU,Green,No,Aurora,Illinois
2022-10-09,0200,N489RS,DA40,7500,Y90,Green,No,Fort Wayne,Indiana
2022-10-09,0156,FFT501,A20N,20000,D01,Green,No,Denver,Colorado
2022-10-09,0150,N184AP,C172,7500,D01,Green,No,Denver,Colorado
2022-10-09,0112,EJA219,CL60,3000,D10,Blue,No,Dallas-Fort Worth,Texas
2022-10-09,0056,SWA1141,B737,500,HOU,Green,No,Houston,Texas
2022-10-09,0055,FFT501,A20N,36000,ZMP,Green,No,Dodge Center,Minnesota
2022-10-09,0045,N58ND,BE58,10000,FSM,Blue,No,Fort Smith,Arkansas
2022-10-09,0003,N2503X,BE58,3000,ZJX,Blue,No,Hillard,Florida
2022-10-10,2348,N121VA,OSAR,900,TMB,Green,No,Miami,Florida
2022-10-10,1145,SWA2606,B738,5000,I90,Green,No,Houston,Texas
2022-10-10,0642,SWA2415,B738,6500,P80,Green,No,Portland,Oregon
2022-10-10,0547,ASA505,A320,9000,S46,Green,No,Burien,Washington
2022-10-10,0528,LL3,EC45,1600,HUF,Green,No,Terre Haute,Indiana
2022-10-10,0455,N17251,C150,5500,ZSE,Blue,No,Auburn,Washington
2022-10-10,0443,LN173SF,B407,1000,LIT,Green,No,Little Rock,Arkansas
2022-10-10,0430,SWA800,B737,4600,NCT,Green,No,Mather,California
2022-10-10,0425,SKW3761,E75L,6200,SCT,Green,No,San Diego,California
2022-10-10,0352,VXP102,B738,9000,SCT,Blue,No,San Diego,California
2022-10-10,0305,MED3,HELO,1000,BOS,Green,No,Boston,Massachusetts
2022-10-10,0301,UAL1887,B739,2400,BDL,Green,No,Windsor Locks,Connecticut
2022-10-10,0255,JIA5212,CRJ9,9000,BTR,Green,No,Baton Rouge,Louisiana
2022-10-10,0250,SKW5366,CRJ2,18000,ZDV,Blue,No,Longmont,Colorado
2022-10-10,0240,DAL315,B752,16000,ZLC,Green,No,Salt Lake City,Utah
2022-10-10,0240,SWA194,B737,11000,NCT,Green,No,Mather,California
2022-10-10,0204,N12698,C172,6500,ROA,Green,No,Roanoke,Virginia
2022-10-10,0155,ASA147,B738,35000,ZKC,Purple,No,Olathe,Kansas
2022-10-10,0150,SWA142,B737,11000,I90,Green,No,Houston,Texas
2022-10-10,0134,SWA279,B737,4000,I90,Green,No,Houston,Texas
2022-10-10,0133,DAL2786,A319,4000,D21,Green,No,Detroit,Michigan
2022-10-10,0120,NOJ40,LJ40,3000,BNA,Green,No,Nashville,Tennessee
2022-10-10,0112,AAL2144,A319,9000,NCRCC,Green,No,Herndon,Virginia
2022-10-10,0045,N3312U,C182,1500,LIT,Green,No,Little Rock,Arkansas
2022-10-10,0041,SWA1776,B738,10000,SBN,Green,No,South Bend,Indiana
2022-10-11,2333,RPA4724,E75S,31000,ZNY,Green,No,Ronkonkoma,New York
2022-10-11,2300,UPS2014,B763,11000,A90,Green,No,Merrimack,New Hampshire
2022-10-11,1215,UWD72,LJ60,5000,PCT,Green,No,Warrenton,Virginia
2022-10-11,1120,SWA6,B737,12000,I90,Green,No,Houston,Texas
2022-10-11,0819,AAL2421,B738,35000,ZAB,Blue,No,Albuquerque,New Mexico
2022-10-11,0655,WJA1791,B738,12000,ZSE,Green,No,Auburn,Washington
2022-10-11,0515,N51UD,C172,4000,ZAU,Green,No,Aurora,Illinois
2022-10-11,0425,SWA1226,B737,15000,D01,Blue,No,Denver,Colorado
2022-10-11,0415,N63767,C172,7500,ZHU,Green,No,Houston,Texas
2022-10-11,0342,SWA1338,B38M,11500,LIT,Green,No,Little Rock,Arkansas
2022-10-11,0330,N51UD,C172,5000,ZMP,Green,No,Dodge Center,Minnesota
2022-10-11,0330,N405DB,C206,9500,NCT,Green,No,Mather,California
2022-10-11,0315,ENY3391,E170,3000,LFT,Green,No,Lafayette,Louisiana
2022-10-11,0315,UAV11,MQ9,6500,JCF,Green,No,Edwards AFB,California
2022-10-11,0253,VAR141,SR20,2500,GYR,Green,No,Goodyear,Arizona
2022-10-11,0250,DAL315,B752,15000,S56,Green,No,Salt Lake City,Utah
2022-10-11,0247,N834D,C172,5000,ZMP,Green,No,Dodge Center,Minnesota
2022-10-11,0242,SWA1341,B737,13000,ZNY,Green,No,Ronkonkoma,New York
2022-10-11,0242,AAL357,A319,13000,ZNY,Green,No,Ronkonkoma,New York
2022-10-11,0217,N403SP,C172,3500,P80,Green,No,Portland,Oregon
2022-10-11,0215,FDX1601,MD11,6000,D10,Green,No,Dallas-Fort Worth,Texas
2022-10-11,0210,N9157A,C172,3500,BFL,Green,No,Bakersfield,California
2022-10-11,0136,SWA2962,B737,5000,D10,Green,No,Dallas-Fort Worth,Texas
2022-10-11,0134,UAL1582,A320,2500,C90,Green,No,Elgin,Illinois
2022-10-11,0128,FDX1601,MD11,6000,D10,Green,No,Dallas-Fort Worth,Texas
2022-10-11,0108,N64157,C172,3000,DLH,Green,No,Duluth,Minnesota
2022-10-11,0035,SCX626,B737,4500,SAT,Green,No,San Antonio,Texas
2022-10-11,0020,UAL1583,B737,8000,N90,Blue,No,Westbury,New York
2022-10-12,2355,JTL120,GLF4,12000,ZBW,Blue,No,Nashua,New Hampshire
2022-10-12,2309,LN635DH,HELO,5000,BTV,Green,No,Burlington,Vermont
2022-10-12,2301,CNS14,PC12,5500,ZBW,Green,No,Nashua,New Hampshire
2022-10-12,1139,FDX1417,A306,8000,JCF,Green,No,Edwards AFB,California
2022-10-12,0847,AAH550,B733,Unk,HCF,Green,No,Honolulu,Hawaii
2022-10-12,0511,SKW3907,E75L,8000,SCT,Green,No,San Diego,California
2022-10-12,0445,SKW3761,E75L,6000,SCT,Green,No,San Diego,California
2022-10-12,0444,N739WM,C172,15000,PSC,Green,No,Pasco,Washington
2022-10-12,0435,N61637,C172,1000,RHV,Green,No,San Jose,California
2022-10-12,0430,ASA832,B738,28000,SEA,Blue,No,Seattle,Washington
2022-10-12,0424,SKW3892,E75L,4000,SCT,Green,No,San Diego,California
